id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RPL34__P1P2	8	1.6198e-12	4.9462e-06	2.3e-05	1	8	-3.0647	1.0	1.0	1.0	971	0	0
AATF__P1P2	8	2.0147e-12	4.9462e-06	2.3e-05	2	8	-3.4602	1.0	1.0	1.0	970	0	0
RPS14__P1P2	8	4.2767e-12	4.9462e-06	2.3e-05	3	8	-3.479	1.0	1.0	1.0	969	0	0
DDX10__P1P2	8	2.7202e-11	4.9462e-06	2.3e-05	4	7	-3.0541	0.81169	0.78666	1.0	579	0	0
IPO7__P1P2	8	4.7129e-10	4.9462e-06	2.3e-05	5	8	-3.2967	1.0	1.0	1.0	968	0	0
RPS13__P1P2	8	1.2617e-09	4.9462e-06	2.3e-05	6	8	-2.6168	1.0	1.0	1.0	963	0	0
MDM2__P1P2	8	1.2845e-09	4.9462e-06	2.3e-05	7	7	-2.5994	0.9554	0.97919	1.0	741	0	0
RPL9__P1P2	8	1.7911e-09	4.9462e-06	2.3e-05	8	8	-2.3931	0.99742	0.99998	1.0	834	0	0
ANAPC13__P1P2	8	2.2781e-09	4.9462e-06	2.3e-05	9	8	-2.8084	1.0	1.0	1.0	967	0	0
BUB1__P1P2	8	2.5894e-09	4.9462e-06	2.3e-05	10	8	-2.1499	1.0	1.0	1.0	966	0	0
HUS1__P1P2	8	3.2321e-09	4.9462e-06	2.3e-05	11	8	-2.8281	1.0	1.0	1.0	965	0	0
MAD2L1BP__P1P2	8	1.0645e-08	4.9462e-06	2.3e-05	12	8	-2.8439	1.0	1.0	1.0	964	0	0
DROSHA__31531421	8	1.3181e-08	4.9462e-06	2.3e-05	13	8	-3.1822	0.99936	1.0	1.0	871	0	0
TMEM68__P1P2	8	2.8112e-08	4.9462e-06	2.3e-05	14	7	-2.5825	0.79375	0.75017	1.0	559	0	0
WDR89__P1P2	8	3.2579e-08	4.9462e-06	2.3e-05	15	8	-2.3612	0.99997	1.0	1.0	908	0	0
CDK2__P1P2	8	3.2631e-08	4.9462e-06	2.3e-05	16	8	-1.3281	1.0	1.0	1.0	962	0	0
MYSM1__P1P2	8	3.4537e-08	4.9462e-06	2.3e-05	17	8	-1.7612	1.0	1.0	1.0	961	0	0
CENPF__P1P2	8	3.7226e-08	4.9462e-06	2.3e-05	18	8	-2.5903	1.0	1.0	1.0	958	0	0
SMN2__69345238	8	4.2562e-08	4.9462e-06	2.3e-05	19	7	-2.604	0.92703	0.95283	1.0	702	0	0
PDSS1__P1P2	11	4.3251e-08	4.9462e-06	2.3e-05	20	11	-1.1383	1.0	1.0	1.0	960	0	0
RPL36A__P1P2	8	7.2548e-08	4.9462e-06	2.3e-05	21	8	-2.6467	1.0	1.0	1.0	959	0	0
FNBP4__P1P2	8	8.4557e-08	4.9462e-06	2.3e-05	22	8	-2.4716	1.0	1.0	1.0	957	0	0
INO80C__P1P2	8	8.6719e-08	4.9462e-06	2.3e-05	23	8	-1.3573	1.0	1.0	1.0	956	0	0
H2AFZ__P1P2	8	9.2915e-08	4.9462e-06	2.3e-05	24	8	-2.4672	1.0	1.0	1.0	955	0	0
UBE2C__P1P2	8	1.1568e-07	4.9462e-06	2.3e-05	25	7	-2.2159	0.97047	0.98984	1.0	761	0	0
NDUFS8__P1P2	8	1.1812e-07	4.9462e-06	2.3e-05	26	8	-1.5438	1.0	1.0	1.0	954	0	0
PIGY__P1P2	8	1.4308e-07	4.9462e-06	2.3e-05	27	8	-1.4896	1.0	1.0	1.0	953	0	0
ARHGAP4__P1	8	1.649e-07	4.9462e-06	2.3e-05	28	8	-2.8228	0.99998	1.0	1.0	919	0	0
