id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
PIGY__P1P2	8	2.1784e-11	4.9462e-06	2.7e-05	1	8	-5.1948	1.0	1.0	1.0	968	0	0
ANAPC13__P1P2	8	9.787e-11	4.9462e-06	2.7e-05	2	8	-4.3026	1.0	1.0	1.0	971	0	0
NKRF__P1P2	8	5.8421e-10	4.9462e-06	2.7e-05	3	8	-3.5241	1.0	1.0	1.0	970	0	0
PAN2__P1P2	8	3.7577e-09	4.9462e-06	2.7e-05	4	8	-3.2268	1.0	1.0	1.0	969	0	0
PPM1G__P1	8	6.1789e-09	4.9462e-06	2.7e-05	5	8	-3.0275	1.0	1.0	1.0	967	0	0
MYSM1__P1P2	8	8.9309e-09	4.9462e-06	2.7e-05	6	8	-2.7497	1.0	1.0	1.0	966	0	0
PARL__P1P2	8	1.0455e-08	4.9462e-06	2.7e-05	7	8	-3.99	1.0	1.0	1.0	965	0	0
NDUFS8__P1P2	8	2.4464e-08	4.9462e-06	2.7e-05	8	7	-4.7771	1.0	1.0	1.0	956	0	0
FNBP4__P1P2	8	3.9756e-08	4.9462e-06	2.7e-05	9	6	-5.049	0.99999	1.0	1.0	941	0	0
AATF__P1P2	8	4.4069e-08	4.9462e-06	2.7e-05	10	8	-3.0181	1.0	1.0	1.0	964	0	0
MINOS1-NBL1__P1P2	8	5.2568e-08	4.9462e-06	2.7e-05	11	8	-2.9939	1.0	1.0	1.0	963	0	0
BTAF1__P1P2	8	5.6882e-08	4.9462e-06	2.7e-05	12	7	-4.1052	0.87329	0.79074	1.0	607	0	0
CDK2__P1P2	8	9.7058e-08	4.9462e-06	2.7e-05	13	8	-2.2117	1.0	1.0	1.0	962	0	0
AUNIP__P1P2	8	9.7588e-08	4.9462e-06	2.7e-05	14	7	-3.3934	0.9948	0.99931	1.0	845	0	0
CEP63__P1P2	8	1.2996e-07	4.9462e-06	2.7e-05	15	6	-5.6202	0.91704	0.8839	1.0	679	0	0
MBIP__P1P2	8	1.3351e-07	4.9462e-06	2.7e-05	16	5	-5.9442	0.69754	0.36973	0.894004	395	0	0
TMEM68__P1P2	8	1.3532e-07	4.9462e-06	2.7e-05	17	7	-4.1076	0.98864	0.99664	1.0	814	0	0
PRKDC__P1P2	8	1.62e-07	4.9462e-06	2.7e-05	18	7	-3.8675	0.99995	1.0	1.0	923	0	0
HUS1__P1P2	8	1.7783e-07	4.9462e-06	2.7e-05	19	6	-5.1045	0.99098	0.99779	1.0	824	0	0
BUB1__P1P2	8	2.0862e-07	4.9462e-06	2.7e-05	20	7	-3.0502	1.0	1.0	1.0	954	0	0
ILK__P1P2	8	3.0434e-07	4.9462e-06	2.7e-05	21	6	-4.159	0.99978	1.0	1.0	901	0	0
DBF4__P1P2	8	3.263e-07	4.9462e-06	2.7e-05	22	7	-3.3084	0.98756	0.99609	1.0	809	0	0
CSDE1__P1P2	8	4.1653e-07	4.9462e-06	2.7e-05	23	7	-3.0238	0.99888	1.0	1.0	879	0	0
PDSS1__P1P2	11	4.1921e-07	4.9462e-06	2.7e-05	24	8	-3.6022	1.0	1.0	1.0	958	0	0
RPL9__P1P2	8	7.0137e-07	4.9462e-06	2.7e-05	25	7	-2.822	0.99989	1.0	1.0	907	0	0
WDR89__P1P2	8	1.138e-06	4.9462e-06	2.7e-05	26	7	-3.8123	0.99995	1.0	1.0	924	0	0
UBE2C__P1P2	8	1.7767e-06	4.9462e-06	2.7e-05	27	7	-3.4286	0.96916	0.97857	1.0	770	0	0
RPS13__P1P2	8	1.8216e-06	4.9462e-06	2.7e-05	28	7	-2.5765	0.99998	1.0	1.0	933	0	0
