id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
PIGY__P1P2	8	1.1288e-11	4.9462e-06	4.4e-05	1	8	-3.4902	1.0	1.0	1.0	969	0	0
NKRF__P1P2	8	1.0378e-10	4.9462e-06	4.4e-05	2	8	-3.1733	1.0	1.0	1.0	971	0	0
PDS5B__P1P2	8	1.0685e-10	4.9462e-06	4.4e-05	3	8	-2.6768	1.0	1.0	1.0	970	0	0
MINOS1-NBL1__P1P2	8	1.2664e-09	4.9462e-06	4.4e-05	4	8	-2.5486	1.0	1.0	1.0	968	0	0
NDUFS8__P1P2	8	1.7676e-09	4.9462e-06	4.4e-05	5	8	-2.9175	1.0	1.0	1.0	961	0	0
MLF1IP__P1P2	8	4.9032e-09	4.9462e-06	4.4e-05	6	8	-2.1853	1.0	1.0	1.0	967	0	0
ANAPC13__P1P2	8	6.0183e-09	4.9462e-06	4.4e-05	7	8	-2.981	1.0	1.0	1.0	966	0	0
CEP63__P1P2	8	6.799e-09	4.9462e-06	4.4e-05	8	7	-2.6403	0.99272	0.9966	1.0	869	0	0
PARL__P1P2	8	1.0082e-08	4.9462e-06	4.4e-05	9	8	-2.5859	1.0	1.0	1.0	962	0	0
HUS1__P1P2	8	3.271e-08	4.9462e-06	4.4e-05	10	8	-2.8868	0.99955	0.99999	1.0	916	0	0
ILK__P1P2	8	3.7235e-08	4.9462e-06	4.4e-05	11	7	-2.7425	0.97024	0.96536	1.0	796	0	0
PPM1G__P1	8	5.3277e-08	4.9462e-06	4.4e-05	12	8	-1.9419	1.0	1.0	1.0	965	0	0
MYSM1__P1P2	8	6.0049e-08	4.9462e-06	4.4e-05	13	8	-2.9387	1.0	1.0	1.0	964	0	0
FNBP4__P1P2	8	9.2964e-08	4.9462e-06	4.4e-05	14	7	-2.4416	0.99182	0.99573	1.0	862	0	0
BTAF1__P1P2	8	1.1039e-07	4.9462e-06	4.4e-05	15	7	-2.384	0.96739	0.96028	1.0	791	0	0
AUNIP__P1P2	8	2.5121e-07	4.9462e-06	4.4e-05	16	7	-1.9348	0.59168	0.17994	0.543165	318	0	0
FDX1__P1P2	8	2.729e-07	4.9462e-06	4.4e-05	17	8	-1.9937	1.0	1.0	1.0	958	0	0
PAN2__P1P2	8	3.5337e-07	4.9462e-06	4.4e-05	18	8	-2.2932	1.0	1.0	1.0	955	0	0
GPI__P1P2	8	4.2276e-07	4.9462e-06	4.4e-05	19	8	-1.2892	1.0	1.0	1.0	963	0	0
TSPYL1__P1P2	8	6.2346e-07	4.9462e-06	4.4e-05	20	8	-1.5268	1.0	1.0	1.0	960	0	0
CENPF__P1P2	8	6.8444e-07	4.9462e-06	4.4e-05	21	8	-2.396	0.99987	1.0	1.0	930	0	0
UBE2S__P1P2	8	7.4295e-07	4.9462e-06	4.4e-05	22	8	-1.2443	1.0	1.0	1.0	959	0	0
