id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
PIGY__P1P2	8	1.1073e-11	4.9462e-06	4.6e-05	1	7	-3.1132	1.0	1.0	1.0	970	0	0
RPS14__P1P2	8	7.5072e-11	4.9462e-06	4.6e-05	2	7	-2.8545	1.0	1.0	1.0	969	0	0
PRKDC__P1P2	8	3.2181e-10	4.9462e-06	4.6e-05	3	7	-2.9392	0.99945	0.99998	1.0	925	0	0
RPL34__P1P2	8	2.0507e-09	4.9462e-06	4.6e-05	4	7	-2.7849	1.0	1.0	1.0	960	0	0
MCTS1__P1P2	8	4.3831e-09	4.9462e-06	4.6e-05	5	6	-3.384	0.57323	0.351	0.902587	377	0	0
CEP63__P1P2	8	4.5697e-09	4.9462e-06	4.6e-05	6	5	-3.9568	0.82014	0.7616	1.0	617	0	0
TSPYL1__P1P2	8	4.5897e-09	4.9462e-06	4.6e-05	7	7	-1.9905	1.0	1.0	1.0	971	0	0
PMVK__P1P2	8	7.5753e-09	4.9462e-06	4.6e-05	8	5	-4.2815	1.0	1.0	1.0	966	0	0
MMAB__P1P2	8	3.7922e-08	4.9462e-06	4.6e-05	9	6	-3.0357	1.0	1.0	1.0	965	0	0
ANAPC13__P1P2	8	5.2206e-08	4.9462e-06	4.6e-05	10	6	-3.3759	1.0	1.0	1.0	956	0	0
MAD2L1BP__P1P2	8	5.3651e-08	4.9462e-06	4.6e-05	11	5	-4.1594	0.99991	1.0	1.0	933	0	0
SAE1__P1P2	8	1.0838e-07	4.9462e-06	4.6e-05	12	6	-3.1286	0.98702	0.99392	1.0	865	0	0
SPTLC2__P1P2	8	3.2974e-07	4.9462e-06	4.6e-05	13	5	-2.9145	0.99996	1.0	1.0	939	0	0
DDX10__P1P2	8	5.9355e-07	4.9462e-06	4.6e-05	14	5	-3.8418	0.99235	0.99718	1.0	890	0	0
ATF7IP__P1	8	1.0028e-06	4.9462e-06	4.6e-05	15	5	-2.4574	0.81417	0.75188	1.0	610	0	0
ILK__P1P2	8	1.46e-06	4.9462e-06	4.6e-05	16	5	-2.9286	0.93506	0.93851	1.0	763	0	0
SMN2__69345238	8	6.7887e-06	4.9462e-06	4.6e-05	17	4	-3.5533	0.94378	0.94869	1.0	776	0	0
VWA9__P1P2	8	8.1721e-06	4.9462e-06	4.6e-05	18	5	-2.8842	0.99976	1.0	1.0	929	0	0
POLR1B__P1P2	8	8.7242e-06	4.9462e-06	4.6e-05	19	3	-4.3526	0.81568	0.75298	1.0	613	0	0
DICER1__P1P2	8	9.8952e-06	4.9462e-06	4.6e-05	20	5	-1.974	1.0	1.0	1.0	955	0	0
C7orf26__P1P2	8	1.2967e-05	4.9462e-06	4.6e-05	21	4	-3.9629	1.0	1.0	1.0	959	0	0
BUB1__P1P2	8	1.3626e-05	4.9462e-06	4.6e-05	22	5	-2.5801	0.99998	1.0	1.0	944	0	0
ORC5__P1P2	8	1.3975e-05	4.9462e-06	4.6e-05	23	4	-3.6442	0.91244	0.90086	1.0	736	0	0
UBA3__P1P2	8	1.6103e-05	4.9462e-06	4.6e-05	24	3	-3.773	0.88093	0.85547	1.0	691	0	0
NRF1__P1P2	8	2.0397e-05	4.9462e-06	4.6e-05	25	4	-3.1394	0.75162	0.64732	1.0	539	0	0
CDC26__P1P2	8	5.8538e-05	4.9462e-06	4.6e-05	26	4	-3.1661	0.94175	0.9458	1.0	772	0	0
INTS10__P1P2	8	6.3227e-05	4.9462e-06	4.6e-05	27	4	-3.2632	0.99892	0.99987	1.0	921	0	0
XPO5__P1P2	8	6.8186e-05	4.9462e-06	4.6e-05	28	4	-2.2763	0.99939	0.99996	1.0	924	0	0
DCP2__P1P2	8	7.4328e-05	4.9462e-06	4.6e-05	29	4	-2.3685	0.99999	1.0	1.0	951	0	0
ZAR1L__P1P2	8	0.00010274	4.9462e-06	4.6e-05	30	3	-3.7469	0.73557	0.62428	1.0	523	0	0
NDUFS8__P1P2	8	0.00013073	4.9462e-06	4.6e-05	31	4	-2.9409	0.99628	0.99908	1.0	900	0	0
AATF__P1P2	8	0.00014059	4.9462e-06	4.6e-05	32	4	-3.3359	0.64592	0.4649	0.999734	446	0	0
HUS1__P1P2	8	0.00016032	4.9462e-06	4.6e-05	33	4	-2.059	0.86233	0.82491	1.0	661	0	0
RPS13__P1P2	8	0.00016353	4.9462e-06	4.6e-05	34	4	-2.7177	0.93353	0.93687	1.0	760	0	0
